GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2009,y2010,y2011
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Austin-Round Rock, TX",12420,.07629919,.0767258,.08468768
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Austin-Round Rock, TX",12420,.2783276,.33028213,.32913081
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Austin-Round Rock, TX",12420,.07913005,.06272075,.05717124
"Education","HS","With parents who have a high school degree",0,"Austin-Round Rock, TX",12420,.36772195,.35931542,.36342073
"English_Proficiency","eppars","English Proficient Parents",0,"Austin-Round Rock, TX",12420,.34092455,.33171148,.34432934
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Austin-Round Rock, TX",12420,.92200824,.91253466,.92302832
"Family_Structure","twokid","Two children in famiy",0,"Austin-Round Rock, TX",12420,.38077987,.37367267,.36128088
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Austin-Round Rock, TX",12420,.08250768,.06389641,.07748519
"Country_of_Origin_of_Parents","Africa","Africa",0,"Austin-Round Rock, TX",12420,.03274063,.03146464,.02876929
"English_Proficiency","limEng","With Limited English Proficiency",0,"Austin-Round Rock, TX",12420,.2673777,.26368925,.23723096
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Austin-Round Rock, TX",12420,.65907545,.66828852,.65567066
"Education","NIS35","Who are not in school, age 3 to 5",0,"Austin-Round Rock, TX",12420,.11705502,.12242387,.12073127
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Austin-Round Rock, TX",12420,.41009198,.37958572,.38966698
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Austin-Round Rock, TX",12420,.42199116,.47858305,.47575254
"English_Proficiency","engPro","Who are English Proficient",0,"Austin-Round Rock, TX",12420,.7326223,.73631075,.76276904
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Austin-Round Rock, TX",12420,.53906554,.56045694,.53966696
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Austin-Round Rock, TX",12420,.01885348,.0235115,.03169263
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Austin-Round Rock, TX",12420,.3347183,.33095924,.33227884
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Austin-Round Rock, TX",12420,,.03278688,.02380952
"Family_Structure","onekid","One child in family",0,"Austin-Round Rock, TX",12420,.15773607,.15549464,.16913268
"Education","NIS617","Who are not in school, age 6 to 17",0,"Austin-Round Rock, TX",12420,.02042544,.0110142,.00634736
"Family_Structure","sPar","In single parent families",0,"Austin-Round Rock, TX",12420,.19411723,.20189725,.18493524
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Austin-Round Rock, TX",12420,.60451399,.64450352,.61136945
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Austin-Round Rock, TX",12420,.04047564,.03211568,.02537421
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Austin-Round Rock, TX",12420,.6093789,.64085431,.63007457
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Austin-Round Rock, TX",12420,.06061444,.0687109,.0647452
"Education","col","With parents who have at least four year college degree",0,"Austin-Round Rock, TX",12420,.30020238,.28642658,.29287412
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Austin-Round Rock, TX",12420,.56706311,.52135905,.53156865
"Family_Structure","tPar","In two-parent families",0,"Austin-Round Rock, TX",12420,.80588277,.79810275,.81506476
"English_Proficiency","noeppars","No English Proficient Parents",0,"Austin-Round Rock, TX",12420,.51233206,.51450827,.51863191
"Family_Structure","threekid","Three children in family",0,"Austin-Round Rock, TX",12420,.40822086,.38480332,.39405143
"Family_Structure","fourkid","More than four children in family",0,"Austin-Round Rock, TX",12420,.0532632,.08602937,.07553501
"Education","lTHS","With parents who have less than a high school degree",0,"Austin-Round Rock, TX",12420,.33207566,.354258,.34370514
"Education","age0_3","Age 0 to 3",0,"Austin-Round Rock, TX",12420,.3178872,.32091039,.31025627
"Education","age4_5","Age 4 to 5",0,"Austin-Round Rock, TX",12420,.30793564,.32115878,.30563932
"Population","Share","Children of Immigrants, Share",0,"Bakersfield, CA",12540,.41153497,.42417004,.41587943
"Education","HS","With parents who have a high school degree",0,"Bakersfield, CA",12540,.42933434,.42325579,.46458867
"Country_of_Origin_of_Parents","Africa","Africa",0,"Bakersfield, CA",12540,.00885251,.01094011,.01193359
"Family_Structure","tPar","In two-parent families",0,"Bakersfield, CA",12540,.81992089,.79106861,.79696845
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Bakersfield, CA",12540,.43240308,.4329352,.48173377
"Family_Structure","twokid","Two children in famiy",0,"Bakersfield, CA",12540,.28968067,.28863516,.29531842
"English_Proficiency","eppars","English Proficient Parents",0,"Bakersfield, CA",12540,.2334333,.25456889,.29597005
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Bakersfield, CA",12540,.30536431,.29535034,.25289017
"Education","lTHS","With parents who have less than a high school degree",0,"Bakersfield, CA",12540,.47307382,.47038746,.41058068
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Bakersfield, CA",12540,,.07,-.00934579
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Bakersfield, CA",12540,.02880927,.03226936,.03994071
"English_Proficiency","limEng","With Limited English Proficiency",0,"Bakersfield, CA",12540,.16441752,.16495297,.16505229
"English_Proficiency","engPro","Who are English Proficient",0,"Bakersfield, CA",12540,.83558248,.83504703,.83494771
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Bakersfield, CA",12540,.87069735,.8533749,.84311669
"Citizenship","notCit","Who are not citizens",0,"Bakersfield, CA",12540,.0849034,.08315512,.08636276
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Bakersfield, CA",12540,.01669373,.01762651,.02307885
"Education","NIS617","Who are not in school, age 6 to 17",0,"Bakersfield, CA",12540,.01374779,.01339353,.01172787
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Bakersfield, CA",12540,.67071641,.69971221,.72854512
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Bakersfield, CA",12540,.7665667,.74543111,.70402995
"Family_Structure","onekid","One child in family",0,"Bakersfield, CA",12540,.12285181,.1205123,.13919923
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Bakersfield, CA",12540,.54164217,.50939925,.50130052
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Bakersfield, CA",12540,.48269351,.48390968,.43190347
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Bakersfield, CA",12540,.00448355,.00253075,.00199208
"Family_Structure","threekid","Three children in family",0,"Bakersfield, CA",12540,.46266441,.47418532,.45723737
"Family_Structure","sPar","In single parent families",0,"Bakersfield, CA",12540,.18007911,.20893139,.20303155
"Education","col","With parents who have at least four year college degree",0,"Bakersfield, CA",12540,.09759184,.10635675,.12483065
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Bakersfield, CA",12540,.83405402,.80732236,.79072314
"Family_Structure","fourkid","More than four children in family",0,"Bakersfield, CA",12540,.12480311,.11666721,.10824498
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Bakersfield, CA",12540,.0109797,.00774633,.00335632
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Bakersfield, CA",12540,.54224646,.55549557,.57562008
"Education","NIS35","Who are not in school, age 3 to 5",0,"Bakersfield, CA",12540,.10679018,.09371026,.10039037
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Bakersfield, CA",12540,.04811342,.05185697,.05954522
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Bakersfield, CA",12540,.04801379,.06970761,.06943009
"English_Proficiency","noeppars","No English Proficient Parents",0,"Bakersfield, CA",12540,.58016579,.58394423,.51881854
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Bakersfield, CA",12540,.35135989,.3741473,.35079118
"Education","age0_3","Age 0 to 3",0,"Bakersfield, CA",12540,.39478779,.3887082,.39600791
"Education","age4_5","Age 4 to 5",0,"Bakersfield, CA",12540,.41465114,.41652134,.37613533
"Population","Share","Children of Immigrants, Share",0,"Baltimore-Towson, MD",12580,.13786934,.15408185,.15946735
"Family_Structure","twokid","Two children in famiy",0,"Baltimore-Towson, MD",12580,.43090701,.4074162,.42029512
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Baltimore-Towson, MD",12580,,.11627907,.03125
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Baltimore-Towson, MD",12580,.18532719,.19477211,.1984148
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Baltimore-Towson, MD",12580,.07448441,.08442494,.06402551
"English_Proficiency","limEng","With Limited English Proficiency",0,"Baltimore-Towson, MD",12580,.14240706,.11625254,.08919166
"Country_of_Origin_of_Parents","Africa","Africa",0,"Baltimore-Towson, MD",12580,.25987217,.23865204,.23498852
"Education","NIS617","Who are not in school, age 6 to 17",0,"Baltimore-Towson, MD",12580,.02142904,.01160432,.0145008
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Baltimore-Towson, MD",12580,.1170487,.1279529,.13910859
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Baltimore-Towson, MD",12580,.1732967,.15478615,.13862965
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Baltimore-Towson, MD",12580,.16153231,.15154111,.14991449
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Baltimore-Towson, MD",12580,.29998626,.30888009,.30571069
"Education","col","With parents who have at least four year college degree",0,"Baltimore-Towson, MD",12580,.60360535,.57200617,.57115934
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Baltimore-Towson, MD",12580,.37455792,.35581753,.36422657
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Baltimore-Towson, MD",12580,.10616682,.11731204,.12388238
"Family_Structure","onekid","One child in family",0,"Baltimore-Towson, MD",12580,.23149143,.21904887,.21121229
"Family_Structure","threekid","Three children in family",0,"Baltimore-Towson, MD",12580,.31347501,.33649348,.31865622
"Family_Structure","sPar","In single parent families",0,"Baltimore-Towson, MD",12580,.15671486,.14452905,.14429229
"English_Proficiency","eppars","English Proficient Parents",0,"Baltimore-Towson, MD",12580,.62544208,.64418247,.63577343
"Citizenship","notCit","Who are not citizens",0,"Baltimore-Towson, MD",12580,.1394386,.14287722,.15523698
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Baltimore-Towson, MD",12580,.04136526,.02996537,.02712933
"Education","lTHS","With parents who have less than a high school degree",0,"Baltimore-Towson, MD",12580,.12965602,.13091239,.11928783
"English_Proficiency","noeppars","No English Proficient Parents",0,"Baltimore-Towson, MD",12580,.24216094,.24184889,.23614078
"Education","NIS35","Who are not in school, age 3 to 5",0,"Baltimore-Towson, MD",12580,.08749154,.08230286,.07864774
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Baltimore-Towson, MD",12580,.15614552,.16258733,.1567521
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Baltimore-Towson, MD",12580,.04043987,.04709006,.04986775
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Baltimore-Towson, MD",12580,.62489455,.60653776,.63236176
"English_Proficiency","engPro","Who are English Proficient",0,"Baltimore-Towson, MD",12580,.85759294,.88374746,.91080834
"Family_Structure","tPar","In two-parent families",0,"Baltimore-Towson, MD",12580,.84328514,.85547095,.85570771
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Baltimore-Towson, MD",12580,.67523421,.66235067,.64634821
"Family_Structure","fourkid","More than four children in family",0,"Baltimore-Towson, MD",12580,.02412655,.03704145,.04983636
"Education","HS","With parents who have a high school degree",0,"Baltimore-Towson, MD",12580,.26673863,.29708144,.30955284
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Baltimore-Towson, MD",12580,.24885609,.2577019,.24808152
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Baltimore-Towson, MD",12580,.93711849,.94035521,.93532979
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Baltimore-Towson, MD",12580,.14911176,.15778626,.17821371
"Education","age0_3","Age 0 to 3",0,"Baltimore-Towson, MD",12580,.17164799,.18199947,.18097094
"Education","age4_5","Age 4 to 5",0,"Baltimore-Towson, MD",12580,.14868683,.16506561,.16215481
"Population","Share","Children of Immigrants, Share",0,"Baton Rouge, LA",12940,.04647745,.04647889,.04902346
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Baton Rouge, LA",12940,.21864249,.26118626,.28638716
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Baton Rouge, LA",12940,.56282422,.60036147,.5802795
"English_Proficiency","eppars","English Proficient Parents",0,"Baton Rouge, LA",12940,.44132583,.36305384,.38933747
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Baton Rouge, LA",12940,,0,.11111111
"English_Proficiency","limEng","With Limited English Proficiency",0,"Baton Rouge, LA",12940,.12157847,.19475536,.14369883
"Education","NIS35","Who are not in school, age 3 to 5",0,"Baton Rouge, LA",12940,.06699155,.08747555,.07122008
"Family_Structure","tPar","In two-parent families",0,"Baton Rouge, LA",12940,.83956752,.85585191,.92675983
"Education","lTHS","With parents who have less than a high school degree",0,"Baton Rouge, LA",12940,.07306285,.15553973,.17453416
"Family_Structure","onekid","One child in family",0,"Baton Rouge, LA",12940,.27587169,.33014381,.30362319
"Education","col","With parents who have at least four year college degree",0,"Baton Rouge, LA",12940,.45896358,.41804042,.44171843
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Baton Rouge, LA",12940,.18303937,.06687113,.10372671
"Country_of_Origin_of_Parents","Africa","Africa",0,"Baton Rouge, LA",12940,.09250259,.10564653,.09140787
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Baton Rouge, LA",12940,.26795173,.19749165,.30662526
"Family_Structure","twokid","Two children in famiy",0,"Baton Rouge, LA",12940,.37550907,.33948856,.42877847
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Baton Rouge, LA",12940,.20078633,.22345145,.24223602
"Family_Structure","sPar","In single parent families",0,"Baton Rouge, LA",12940,.16043248,.14414809,.07324017
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Baton Rouge, LA",12940,.55867417,.63694616,.61066253
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Baton Rouge, LA",12940,.15079498,.1072128,.12034161
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Baton Rouge, LA",12940,.11336209,.12585574,.11821946
